"","text"
"1880","good"
"1881","mantul"
"1882"," h tokoa iriman  kagua ganti layanan sebelah aja"
"1883","paragh promonya   digabungkan "
"1884","tokopedia belanja  aman  teraya"
"1885"," kasih bintang dlu   ama sy blanja disinismoga lancar  barangnya sesuai dgn harapan"
"1886","aasi nya lumayan bgssy suka"
"1887","alhamdulillah mudah  gam semoga yanan  mudah  cepat"
"1888","mohon  feleter tuk belanja bulanan"
"1889","bagus"
"1890","mudah  lancar"
"1891","mantap"
"1892","tokoa  menjamin pelanggan   tandingannya dibandingkan seler  toko online lainya  kecuali harga   atikan  mahal  berbeda harga barang   potongan  hasilnya   taara  pembelian  harga murah  pengunjung  meningkatkan penjualan"
"1893","tolong  dana instan  hadari menu     ng klo ujung nya gak dadi    estanggaertanyaaan ku "
"1894","mantabdagratisan ongkir  uk"
"1895","top"
"1896","proses embalian dana  bgt udh barang nya ngga samana ngga dbalikin udh  mggu"
"1897"," "
"1898","resceemoga barangnya cesampai"
"1899","auchernya   h satudi shobisa   voucher sekaligusdi lazada  voucherini  voucher  biaya tambahan lagimending uninstall aja"
"1900","good"
"1901","dassalamualaikum da ca anies   u "
"1902","lumayanlah drumanyun"
"1903","nilai  "
"1904","tokoa online shovorit  "
"1905","tingkatkan  kemudahan aasi  kenyamanan user"
"1906","bagus"
"1907"," kali  kecewa sma tokped"
"1908","loginnya  berat banget ya tolong  benahi"
"1909","parah  biaya jasa aplikasinya rsecara  langsung  belanja  toko  tukang irnya was nn ngganmu hilang  kabur  aasi sebelah     jasa aasinya"
"1910","   "
"1911","kecewa  tokoa yg    gratis ongkir  dacashback  suruh h salah    biaya admin   aedanya  aasi "
"1912","good"
"1913","tokoa semoga sukses ditinggal pembeli    admin   maling  suka menelan uang saldo refund    gencar promosi bebas ongkir   malingnya  digusur    manajemennya lemah  mengawasi kinerja bawahannya  pokoknya ceah gulung tikar  amiiiiin"
"1914","pesan t aja    sulitmasa  nunggu konfirmasi  ualmana udah dibayar lagikalau gk dibalikin  sayang uangnya   dibatalkan  disetujui  ual "
"1915","tonget nih si hijau tokped"
"1916","ongkir beda tisama sebelah"
"1917","tokoa  manta"
"1918","mudah sekalii"
"1919","good"
"1920","aasi a    lemot dn    h  a ram uda cukumory   to  buka lalancar banget kadang  cari barang mendadak lemot gk isa gerak bikin emosi sj bedanya  buka lapak gk  jualan  live   yg bikin belanja  buka lapak lancar sy   sy yg ngalami   setalah u  berat hsah gerak"
"1921","semenjak ganti kebijakan ongkir    i bareng diskon ah "
"1922","semoga barangnya sam"
"1923","belanja  mudah  han barang lengkan harga bersaing"
"1924"," kesini  t ngasih gratis ongkir ahahah"
"1925","  promo kupon indodana tdk   gabung"
"1926"," tokkenaa lemot banget aduhhh  kasih ulasan aja lemot hh"
"1927","ribet banget fiturnya bikin malas belanja   enak sho maaf  terang  nih knya malas belanja  tok ribet am"
"1928","terbaik"
"1929","tolong dieiriman nya"
"1930","good"
"1931","davoucher google rb bayar  t   claim"
"1932","mantap"
"1933","belanja mudah kualitas  harga murah"
"1934","  tokoa   kali   mengajukan komn   kurir rekomendasi     kecewa  dikirim denagn ekssi a tibatiba ditengah jalan dialihkan  ekssi b  bikin t   tunggu  gak    belanja   barang    samminggu    insi    balikin tokku   "
"1935","mantul"
"1936","langganan tokoa plus  udah  enak    dukung  instan kurir  reguler kurir same day udah nggak "
"1937","udah  nya belanja  warung lun tokoa    gratis ongkir"
"1938","terimakasih gojek  tokoa"
"1939","no gratis ongkirno shog"
"1940","mantanyak voucher v"
"1941","jelek   ue"
"1942","mengecewakan   klik ajukan komn   bug semenjak  ng  gojek"
"1943","belanja mudah cukungan jari "
"1944","th   tok mengikuti  embangan nya     samah ngerasain  member inum    syulit kur toklong   syulit masi  belanja kebutuhan  hemat  nya bebas ongkir  combo cashback senjata andalan samdi bangga banggakan  tetangga  i toksaja aasi yg ga ribetsimusat resolusi yg okeseller nya teraya  menjaga kean nggan tatu  kau  yg  "
"1945","kunya banyaktaanya gimmick gak "
"1946","mantapp"
"1947"," membantu"
"1948","tokaneh udh bsa  dowload t bsa daftarlogin alesannnya rumah tokada maslaahgajeee bngt sh tok gmna gw bsa blnja  tokklo login aja g bsa h emng"
"1949"," ayaran  dana ga  "
"1950","ok banget"
"1951","mantas"
"1952","alwasy be my no  markete i love it hell thankyou"
"1953","orderan     terkirim  melebihi batas estimasi diterima"
"1954","sdh    mantab"
"1955","cukugus"
"1956","bagus"
"1957","   ue aasinya"
"1958"," membantu  aasi  mudah  gunakanterimakasih"
"1959","ok"
"1960","maaf bintang   gratis ongkir   voucher    digabung  voucher ngan harga"
"1961","good"
"1962","kecewa bgt  tokaku n tas udah   idm  bayar karna gabisa cod    tgl  estimasi tgl  nyama eh   batalkan  sistem  gatau uangan  gmna  dn tas  kecewa lgsg aaja  nga aibet"
"1963","berguna banget  berbelanja"
"1964","gak  istilah gratis ongkir ditokudh  member gold ongkir tetahal sia sia "
"1965","okeh"
"1966","jelek promo gede    ga  cod ski"
"1967","bagussssss dah"
"1968"," bagus"
"1969","mantalayanannyasangat memuaskan"
"1970","smenjak gratis ongkir  voucher  gak  digabungin dah gak  co    wkwk    si oren"
"1971","mantaya "
"1972","sangt membantu"
"1973","mantap"
"1974","good"
"1975","manta"
"1976","kecewaaa bgtt skrg   jd  ttt huhhhhhhkbanyakan alesannga masuk akal    kngenn ma tokyg duluuu"
"1977","disuruh instal  free utk   stlh diinstal mmg  sih mcm tu free r utk new member klik   biaya ongkir k its ok trus krn daftar  ovo kosong ga anamon jg byr trf atm virtual account tau dikasih  brma  mnt coy gila gue jalan  mahan aja  menit abis tu si tokbatalinkan transaksinya gilanya gue diemail klo dibatalin krn indikasi manisi manisi a coba toklu tu ya yg manitif jgn  nuduh lu ye"
"1978"," hw end setiau  ayaran    menu utama tolong  aiki lha"
"1979","terbaik skliii"
"1980","torkoto"
"1981","mantakoa"
"1982","kecewa banget  toko a yg  ongkirvoucher diskon    an  tdk lagisunguh  mengecewakan"
"1983","gra    seler slah kirim nma  seler nya o motor brg sya n rumh lolee beat stret  ksh rumh loler mio m suruh  tuker krna sya ga tau cra ya mlh seler nya ga ksh solusi"
"1984"," nanya  good"
"1985"," browser  verivikasi usia klik buka aasi  masuk  store gimana sih tokoa"
"1986"," kena biaya transaksi gratis ongkir dbatasin skrg cod g bsa"
"1987","bertahun  mengunakan tok tada nya kebijakan    ku   menyukai ongkir hammusnah"
"1988","bagus aasi nya"
"1989","mantaab"
"1990","udah beraahun  toksdh jd member inum  diamon   kebijakan bebas ongkir  gabung    voucher cashback    h salah  tera merubah bintang   bintang "
"1991","voucher gratis ongkir  voucher  g  digabung cs toklemot kalo emang   cs yg sialayani tinggal  eritahuan aja kalo  sibuk tunggu antrian  lamaaa banget udah nyambung csnya  diem jarang    tokiu  kalo cs nya  mengabaikan yah walauaslinya g tau csnya nga taeenggaknya ngasih kabar kalo  ngecek    gitu kayak lasebelah seenggaknya csnya ramah"
"1992","ok"
"1993","kecewa bangetsurganya seller curangrawan ongkir mahal kurir nya lelet banget"
"1994"," bagusnya"
"1995","tolong kedelebih  anjang  otomatis atalan nannya   minggu ajatanggung x jam salahnya  uallah ruginya  nunggu barang ngak  resualdi batalin  ribetyg salah siaoba  beli  toko      nunggu  setujui  k uallah kalo   setujui   diresmakin  nunggu nyabutuh cemalah  lambat"
"1996","tokoa ok bangeeeets"
"1997","mantul"
"1998","kebijakan  bikin gk nyaman  belanja auto uninstal"
"1999","pokoknya manta"
